2019-06-26_15:36:53data_dir: data/
batch_size: 120
win_size: 5
hidden_num: 100
word_dim: 300
num_epochs: 3
grad_clip: 10.00/3354 (epoch 0), train_loss = 9.870, time/batch = 0.194
453/3354 (epoch 2), train_loss = 4.974, time/batch = 0.118
454/3354 (epoch 2), train_loss = 5.506, time/batch = 0.115
455/3354 (epoch 2), train_loss = 4.005, time/batch = 0.118
456/3354 (epoch 2), train_loss = 4.969, time/batch = 0.116
457/3354 (epoch 2), train_loss = 4.695, time/batch = 0.116
458/3354 (epoch 2), train_loss = 5.662, time/batch = 0.116
459/3354 (epoch 2), train_loss = 4.783, time/batch = 0.116
460/3354 (epoch 2), train_loss = 4.469, time/batch = 0.116
461/3354 (epoch 2), train_loss = 4.901, time/batch = 0.117
462/3354 (epoch 2), train_loss = 4.698, time/batch = 0.118
463/3354 (epoch 2), train_loss = 4.931, time/batch = 0.117
464/3354 (epoch 2), train_loss = 4.873, time/batch = 0.115
465/3354 (epoch 2), train_loss = 5.478, time/batch = 0.116
466/3354 (epoch 2), train_loss = 5.125, time/batch = 0.117
467/3354 (epoch 2), train_loss = 5.179, time/batch = 0.117
468/3354 (epoch 2), train_loss = 4.350, time/batch = 0.115
469/3354 (epoch 2), train_loss = 4.622, time/batch = 0.118
470/3354 (epoch 2), train_loss = 4.518, time/batch = 0.115
471/3354 (epoch 2), train_loss = 4.524, time/batch = 0.117
472/3354 (epoch 2), train_loss = 4.316, time/batch = 0.126
473/3354 (epoch 2), train_loss = 5.722, time/batch = 0.119
474/3354 (epoch 2), train_loss = 4.586, time/batch = 0.121
475/3354 (epoch 2), train_loss = 4.966, time/batch = 0.120
476/3354 (epoch 2), train_loss = 4.601, time/batch = 0.118
477/3354 (epoch 2), train_loss = 4.904, time/batch = 0.119
478/3354 (epoch 2), train_loss = 5.416, time/batch = 0.120
479/3354 (epoch 2), train_loss = 5.064, time/batch = 0.139
480/3354 (epoch 2), train_loss = 4.295, time/batch = 0.126
481/3354 (epoch 2), train_loss = 4.474, time/batch = 0.123
482/3354 (epoch 2), train_loss = 5.076, time/batch = 0.128
483/3354 (epoch 2), train_loss = 4.859, time/batch = 0.129
484/3354 (epoch 2), train_loss = 5.330, time/batch = 0.119
485/3354 (epoch 2), train_loss = 4.634, time/batch = 0.119
486/3354 (epoch 2), train_loss = 5.008, time/batch = 0.118
487/3354 (epoch 2), train_loss = 4.984, time/batch = 0.120
488/3354 (epoch 2), train_loss = 5.078, time/batch = 0.119
489/3354 (epoch 2), train_loss = 5.088, time/batch = 0.119
490/3354 (epoch 2), train_loss = 4.953, time/batch = 0.120
491/3354 (epoch 2), train_loss = 5.870, time/batch = 0.122
492/3354 (epoch 2), train_loss = 5.382, time/batch = 0.122
493/3354 (epoch 2), train_loss = 4.904, time/batch = 0.116
494/3354 (epoch 2), train_loss = 5.427, time/batch = 0.122
495/3354 (epoch 2), train_loss = 5.339, time/batch = 0.125
496/3354 (epoch 2), train_loss = 5.956, time/batch = 0.118
497/3354 (epoch 2), train_loss = 5.082, time/batch = 0.121
498/3354 (epoch 2), train_loss = 4.855, time/batch = 0.121
499/3354 (epoch 2), train_loss = 4.857, time/batch = 0.128
500/3354 (epoch 2), train_loss = 4.730, time/batch = 0.122
501/3354 (epoch 2), train_loss = 6.019, time/batch = 0.122
502/3354 (epoch 2), train_loss = 3.980, time/batch = 0.120
503/3354 (epoch 2), train_loss = 4.007, time/batch = 0.120
504/3354 (epoch 2), train_loss = 4.490, time/batch = 0.120
505/3354 (epoch 2), train_loss = 4.615, time/batch = 0.121
506/3354 (epoch 2), train_loss = 4.767, time/batch = 0.123
507/3354 (epoch 2), train_loss = 4.489, time/batch = 0.122
508/3354 (epoch 2), train_loss = 5.110, time/batch = 0.120
509/3354 (epoch 2), train_loss = 4.802, time/batch = 0.121
510/3354 (epoch 2), train_loss = 4.707, time/batch = 0.120
511/3354 (epoch 2), train_loss = 5.180, time/batch = 0.131
512/3354 (epoch 2), train_loss = 4.418, time/batch = 0.127
513/3354 (epoch 2), train_loss = 4.300, time/batch = 0.125
514/3354 (epoch 2), train_loss = 4.865, time/batch = 0.127
515/3354 (epoch 2), train_loss = 4.533, time/batch = 0.125
516/3354 (epoch 2), train_loss = 4.759, time/batch = 0.128
517/3354 (epoch 2), train_loss = 5.371, time/batch = 0.128
518/3354 (epoch 2), train_loss = 4.896, time/batch = 0.126
519/3354 (epoch 2), train_loss = 4.641, time/batch = 0.122
520/3354 (epoch 2), train_loss = 5.085, time/batch = 0.131
521/3354 (epoch 2), train_loss = 4.808, time/batch = 0.128
522/3354 (epoch 2), train_loss = 4.979, time/batch = 0.122
523/3354 (epoch 2), train_loss = 5.108, time/batch = 0.124
524/3354 (epoch 2), train_loss = 5.124, time/batch = 0.122
525/3354 (epoch 2), train_loss = 4.422, time/batch = 0.121
526/3354 (epoch 2), train_loss = 4.850, time/batch = 0.125
527/3354 (epoch 2), train_loss = 4.523, time/batch = 0.131
528/3354 (epoch 2), train_loss = 3.606, time/batch = 0.124
529/3354 (epoch 2), train_loss = 4.248, time/batch = 0.126
530/3354 (epoch 2), train_loss = 5.188, time/batch = 0.123
531/3354 (epoch 2), train_loss = 5.350, time/batch = 0.126
532/3354 (epoch 2), train_loss = 4.958, time/batch = 0.130
533/3354 (epoch 2), train_loss = 4.379, time/batch = 0.129
534/3354 (epoch 2), train_loss = 4.855, time/batch = 0.129
535/3354 (epoch 2), train_loss = 4.722, time/batch = 0.131
536/3354 (epoch 2), train_loss = 4.868, time/batch = 0.123
537/3354 (epoch 2), train_loss = 4.496, time/batch = 0.124
538/3354 (epoch 2), train_loss = 5.020, time/batch = 0.122
539/3354 (epoch 2), train_loss = 4.672, time/batch = 0.127
540/3354 (epoch 2), train_loss = 5.511, time/batch = 0.125
541/3354 (epoch 2), train_loss = 4.259, time/batch = 0.134
542/3354 (epoch 2), train_loss = 3.899, time/batch = 0.125
543/3354 (epoch 2), train_loss = 5.098, time/batch = 0.125
544/3354 (epoch 2), train_loss = 4.928, time/batch = 0.127
545/3354 (epoch 2), train_loss = 5.919, time/batch = 0.122
546/3354 (epoch 2), train_loss = 4.815, time/batch = 0.125
547/3354 (epoch 2), train_loss = 5.176, time/batch = 0.122
548/3354 (epoch 2), train_loss = 5.282, time/batch = 0.122
549/3354 (epoch 2), train_loss = 5.007, time/batch = 0.130
550/3354 (epoch 2), train_loss = 4.705, time/batch = 0.127
551/3354 (epoch 2), train_loss = 5.063, time/batch = 0.123
552/3354 (epoch 2), train_loss = 4.873, time/batch = 0.126
553/3354 (epoch 2), train_loss = 4.668, time/batch = 0.126
554/3354 (epoch 2), train_loss = 4.761, time/batch = 0.127
555/3354 (epoch 2), train_loss = 5.141, time/batch = 0.127
556/3354 (epoch 2), train_loss = 4.832, time/batch = 0.124
557/3354 (epoch 2), train_loss = 4.502, time/batch = 0.123
558/3354 (epoch 2), train_loss = 4.448, time/batch = 0.128
559/3354 (epoch 2), train_loss = 4.238, time/batch = 0.127
560/3354 (epoch 2), train_loss = 4.770, time/batch = 0.129
561/3354 (epoch 2), train_loss = 4.748, time/batch = 0.127
562/3354 (epoch 2), train_loss = 5.299, time/batch = 0.126
563/3354 (epoch 2), train_loss = 5.108, time/batch = 0.129
564/3354 (epoch 2), train_loss = 4.829, time/batch = 0.126
565/3354 (epoch 2), train_loss = 4.860, time/batch = 0.123
566/3354 (epoch 2), train_loss = 4.221, time/batch = 0.125
567/3354 (epoch 2), train_loss = 4.651, time/batch = 0.126
568/3354 (epoch 2), train_loss = 4.279, time/batch = 0.124
569/3354 (epoch 2), train_loss = 4.878, time/batch = 0.129
570/3354 (epoch 2), train_loss = 4.793, time/batch = 0.126
571/3354 (epoch 2), train_loss = 4.055, time/batch = 0.123
572/3354 (epoch 2), train_loss = 4.740, time/batch = 0.128
573/3354 (epoch 2), train_loss = 5.121, time/batch = 0.124
574/3354 (epoch 2), train_loss = 4.832, time/batch = 0.130
575/3354 (epoch 2), train_loss = 5.028, time/batch = 0.137
576/3354 (epoch 2), train_loss = 5.058, time/batch = 0.128
577/3354 (epoch 2), train_loss = 4.653, time/batch = 0.133
578/3354 (epoch 2), train_loss = 4.672, time/batch = 0.126
579/3354 (epoch 2), train_loss = 5.020, time/batch = 0.130
580/3354 (epoch 2), train_loss = 5.094, time/batch = 0.126
581/3354 (epoch 2), train_loss = 5.236, time/batch = 0.124
582/3354 (epoch 2), train_loss = 5.094, time/batch = 0.125
583/3354 (epoch 2), train_loss = 4.695, time/batch = 0.127
584/3354 (epoch 2), train_loss = 4.927, time/batch = 0.124
585/3354 (epoch 2), train_loss = 4.619, time/batch = 0.125
586/3354 (epoch 2), train_loss = 5.349, time/batch = 0.126
587/3354 (epoch 2), train_loss = 4.324, time/batch = 0.130
588/3354 (epoch 2), train_loss = 4.843, time/batch = 0.124
589/3354 (epoch 2), train_loss = 4.972, time/batch = 0.125
590/3354 (epoch 2), train_loss = 5.044, time/batch = 0.125
591/3354 (epoch 2), train_loss = 5.759, time/batch = 0.123
592/3354 (epoch 2), train_loss = 5.277, time/batch = 0.127
593/3354 (epoch 2), train_loss = 5.191, time/batch = 0.125
594/3354 (epoch 2), train_loss = 5.160, time/batch = 0.124
595/3354 (epoch 2), train_loss = 5.129, time/batch = 0.124
596/3354 (epoch 2), train_loss = 5.222, time/batch = 0.127
597/3354 (epoch 2), train_loss = 4.239, time/batch = 0.130
598/3354 (epoch 2), train_loss = 4.558, time/batch = 0.129
599/3354 (epoch 2), train_loss = 4.397, time/batch = 0.127
600/3354 (epoch 2), train_loss = 4.946, time/batch = 0.127
601/3354 (epoch 2), train_loss = 4.970, time/batch = 0.124
602/3354 (epoch 2), train_loss = 4.344, time/batch = 0.124
603/3354 (epoch 2), train_loss = 5.028, time/batch = 0.131
604/3354 (epoch 2), train_loss = 5.219, time/batch = 0.124
605/3354 (epoch 2), train_loss = 5.239, time/batch = 0.130
606/3354 (epoch 2), train_loss = 4.230, time/batch = 0.129
607/3354 (epoch 2), train_loss = 3.651, time/batch = 0.128
608/3354 (epoch 2), train_loss = 5.848, time/batch = 0.128
609/3354 (epoch 2), train_loss = 5.294, time/batch = 0.125
610/3354 (epoch 2), train_loss = 5.599, time/batch = 0.131
611/3354 (epoch 2), train_loss = 5.205, time/batch = 0.123
612/3354 (epoch 2), train_loss = 4.818, time/batch = 0.134
613/3354 (epoch 2), train_loss = 5.123, time/batch = 0.122
614/3354 (epoch 2), train_loss = 5.181, time/batch = 0.126
615/3354 (epoch 2), train_loss = 4.980, time/batch = 0.124
616/3354 (epoch 2), train_loss = 4.371, time/batch = 0.124
617/3354 (epoch 2), train_loss = 4.998, time/batch = 0.129
618/3354 (epoch 2), train_loss = 5.219, time/batch = 0.129
619/3354 (epoch 2), train_loss = 5.649, time/batch = 0.126
620/3354 (epoch 2), train_loss = 5.426, time/batch = 0.126
621/3354 (epoch 2), train_loss = 4.232, time/batch = 0.121
622/3354 (epoch 2), train_loss = 3.729, time/batch = 0.121
623/3354 (epoch 2), train_loss = 4.729, time/batch = 0.123
624/3354 (epoch 2), train_loss = 4.274, time/batch = 0.123
625/3354 (epoch 2), train_loss = 4.884, time/batch = 0.124
626/3354 (epoch 2), train_loss = 5.121, time/batch = 0.120
627/3354 (epoch 2), train_loss = 5.503, time/batch = 0.122
628/3354 (epoch 2), train_loss = 5.472, time/batch = 0.123
629/3354 (epoch 2), train_loss = 4.615, time/batch = 0.119
630/3354 (epoch 2), train_loss = 4.734, time/batch = 0.119
631/3354 (epoch 2), train_loss = 4.428, time/batch = 0.118
632/3354 (epoch 2), train_loss = 5.130, time/batch = 0.118
633/3354 (epoch 2), train_loss = 4.922, time/batch = 0.120
634/3354 (epoch 2), train_loss = 5.694, time/batch = 0.123
635/3354 (epoch 2), train_loss = 5.548, time/batch = 0.117
636/3354 (epoch 2), train_loss = 4.782, time/batch = 0.118
637/3354 (epoch 2), train_loss = 5.605, time/batch = 0.118
638/3354 (epoch 2), train_loss = 4.295, time/batch = 0.117
639/3354 (epoch 2), train_loss = 4.913, time/batch = 0.116
640/3354 (epoch 2), train_loss = 5.521, time/batch = 0.117
641/3354 (epoch 2), train_loss = 5.360, time/batch = 0.118
642/3354 (epoch 2), train_loss = 5.228, time/batch = 0.119
643/3354 (epoch 2), train_loss = 4.932, time/batch = 0.122
644/3354 (epoch 2), train_loss = 5.374, time/batch = 0.119
645/3354 (epoch 2), train_loss = 4.893, time/batch = 0.120
646/3354 (epoch 2), train_loss = 4.881, time/batch = 0.117
647/3354 (epoch 2), train_loss = 4.554, time/batch = 0.119
648/3354 (epoch 2), train_loss = 5.083, time/batch = 0.122
649/3354 (epoch 2), train_loss = 4.907, time/batch = 0.118
650/3354 (epoch 2), train_loss = 4.603, time/batch = 0.118
651/3354 (epoch 2), train_loss = 5.346, time/batch = 0.122
652/3354 (epoch 2), train_loss = 4.549, time/batch = 0.119
653/3354 (epoch 2), train_loss = 5.239, time/batch = 0.131
654/3354 (epoch 2), train_loss = 5.069, time/batch = 0.122
655/3354 (epoch 2), train_loss = 4.793, time/batch = 0.131
656/3354 (epoch 2), train_loss = 5.085, time/batch = 0.123
657/3354 (epoch 2), train_loss = 4.943, time/batch = 0.123
658/3354 (epoch 2), train_loss = 4.427, time/batch = 0.124
659/3354 (epoch 2), train_loss = 4.715, time/batch = 0.126
660/3354 (epoch 2), train_loss = 4.565, time/batch = 0.127
661/3354 (epoch 2), train_loss = 4.360, time/batch = 0.130
662/3354 (epoch 2), train_loss = 4.219, time/batch = 0.131
663/3354 (epoch 2), train_loss = 5.070, time/batch = 0.128
664/3354 (epoch 2), train_loss = 4.675, time/batch = 0.129
665/3354 (epoch 2), train_loss = 4.536, time/batch = 0.122
666/3354 (epoch 2), train_loss = 4.205, time/batch = 0.118
667/3354 (epoch 2), train_loss = 4.037, time/batch = 0.118
668/3354 (epoch 2), train_loss = 4.126, time/batch = 0.120
669/3354 (epoch 2), train_loss = 4.080, time/batch = 0.124
670/3354 (epoch 2), train_loss = 5.108, time/batch = 0.120
671/3354 (epoch 2), train_loss = 4.614, time/batch = 0.123
672/3354 (epoch 2), train_loss = 4.970, time/batch = 0.120
673/3354 (epoch 2), train_loss = 4.754, time/batch = 0.118
674/3354 (epoch 2), train_loss = 4.814, time/batch = 0.118
675/3354 (epoch 2), train_loss = 4.498, time/batch = 0.119
676/3354 (epoch 2), train_loss = 4.022, time/batch = 0.120
677/3354 (epoch 2), train_loss = 4.328, time/batch = 0.123
678/3354 (epoch 2), train_loss = 4.070, time/batch = 0.119
679/3354 (epoch 2), train_loss = 4.286, time/batch = 0.120
680/3354 (epoch 2), train_loss = 3.846, time/batch = 0.121
681/3354 (epoch 2), train_loss = 4.890, time/batch = 0.129
682/3354 (epoch 2), train_loss = 4.722, time/batch = 0.125
683/3354 (epoch 2), train_loss = 4.930, time/batch = 0.121
684/3354 (epoch 2), train_loss = 5.064, time/batch = 0.122
685/3354 (epoch 2), train_loss = 4.908, time/batch = 0.133
686/3354 (epoch 2), train_loss = 4.835, time/batch = 0.124
687/3354 (epoch 2), train_loss = 3.869, time/batch = 0.126
688/3354 (epoch 2), train_loss = 4.278, time/batch = 0.124
689/3354 (epoch 2), train_loss = 3.476, time/batch = 0.123
690/3354 (epoch 2), train_loss = 4.782, time/batch = 0.120
691/3354 (epoch 2), train_loss = 4.631, time/batch = 0.123
692/3354 (epoch 2), train_loss = 4.812, time/batch = 0.123
693/3354 (epoch 2), train_loss = 5.224, time/batch = 0.120
694/3354 (epoch 2), train_loss = 4.350, time/batch = 0.122
695/3354 (epoch 2), train_loss = 3.946, time/batch = 0.121
696/3354 (epoch 2), train_loss = 4.207, time/batch = 0.124
697/3354 (epoch 2), train_loss = 4.365, time/batch = 0.120
698/3354 (epoch 2), train_loss = 4.847, time/batch = 0.118
699/3354 (epoch 2), train_loss = 4.733, time/batch = 0.122
700/3354 (epoch 2), train_loss = 5.233, time/batch = 0.120
701/3354 (epoch 2), train_loss = 4.609, time/batch = 0.122
702/3354 (epoch 2), train_loss = 4.667, time/batch = 0.122
703/3354 (epoch 2), train_loss = 5.077, time/batch = 0.122
704/3354 (epoch 2), train_loss = 4.448, time/batch = 0.118
705/3354 (epoch 2), train_loss = 4.597, time/batch = 0.119
706/3354 (epoch 2), train_loss = 4.286, time/batch = 0.122
707/3354 (epoch 2), train_loss = 4.722, time/batch = 0.120
708/3354 (epoch 2), train_loss = 4.304, time/batch = 0.118
709/3354 (epoch 2), train_loss = 4.231, time/batch = 0.117
710/3354 (epoch 2), train_loss = 4.558, time/batch = 0.116
711/3354 (epoch 2), train_loss = 4.761, time/batch = 0.118
712/3354 (epoch 2), train_loss = 3.737, time/batch = 0.119
713/3354 (epoch 2), train_loss = 4.987, time/batch = 0.117
714/3354 (epoch 2), train_loss = 4.129, time/batch = 0.118
715/3354 (epoch 2), train_loss = 4.966, time/batch = 0.116
716/3354 (epoch 2), train_loss = 4.127, time/batch = 0.118
717/3354 (epoch 2), train_loss = 5.494, time/batch = 0.118
718/3354 (epoch 2), train_loss = 5.200, time/batch = 0.117
719/3354 (epoch 2), train_loss = 5.354, time/batch = 0.118
720/3354 (epoch 2), train_loss = 5.751, time/batch = 0.117
721/3354 (epoch 2), train_loss = 4.692, time/batch = 0.116
722/3354 (epoch 2), train_loss = 4.961, time/batch = 0.116
723/3354 (epoch 2), train_loss = 5.054, time/batch = 0.118
724/3354 (epoch 2), train_loss = 4.523, time/batch = 0.117
725/3354 (epoch 2), train_loss = 4.919, time/batch = 0.122
726/3354 (epoch 2), train_loss = 4.412, time/batch = 0.115
727/3354 (epoch 2), train_loss = 4.957, time/batch = 0.118
728/3354 (epoch 2), train_loss = 4.826, time/batch = 0.118
729/3354 (epoch 2), train_loss = 4.993, time/batch = 0.116
730/3354 (epoch 2), train_loss = 4.023, time/batch = 0.116
731/3354 (epoch 2), train_loss = 4.348, time/batch = 0.120
732/3354 (epoch 2), train_loss = 5.031, time/batch = 0.116
733/3354 (epoch 2), train_loss = 4.032, time/batch = 0.117
734/3354 (epoch 2), train_loss = 4.057, time/batch = 0.121
735/3354 (epoch 2), train_loss = 5.076, time/batch = 0.122
736/3354 (epoch 2), train_loss = 4.628, time/batch = 0.119
737/3354 (epoch 2), train_loss = 4.821, time/batch = 0.117
738/3354 (epoch 2), train_loss = 5.085, time/batch = 0.119
739/3354 (epoch 2), train_loss = 4.745, time/batch = 0.118
740/3354 (epoch 2), train_loss = 4.307, time/batch = 0.118
741/3354 (epoch 2), train_loss = 4.562, time/batch = 0.117
742/3354 (epoch 2), train_loss = 3.923, time/batch = 0.118
743/3354 (epoch 2), train_loss = 4.757, time/batch = 0.119
744/3354 (epoch 2), train_loss = 4.448, time/batch = 0.117
745/3354 (epoch 2), train_loss = 5.216, time/batch = 0.120
746/3354 (epoch 2), train_loss = 4.614, time/batch = 0.119
747/3354 (epoch 2), train_loss = 4.008, time/batch = 0.119
748/3354 (epoch 2), train_loss = 4.340, time/batch = 0.123
749/3354 (epoch 2), train_loss = 2.810, time/batch = 0.122
750/3354 (epoch 2), train_loss = 3.434, time/batch = 0.119
751/3354 (epoch 2), train_loss = 4.277, time/batch = 0.121
752/3354 (epoch 2), train_loss = 4.766, time/batch = 0.122
753/3354 (epoch 2), train_loss = 5.359, time/batch = 0.132
754/3354 (epoch 2), train_loss = 4.314, time/batch = 0.121
755/3354 (epoch 2), train_loss = 5.258, time/batch = 0.121
756/3354 (epoch 2), train_loss = 5.115, time/batch = 0.118
757/3354 (epoch 2), train_loss = 5.003, time/batch = 0.121
758/3354 (epoch 2), train_loss = 5.597, time/batch = 0.122
759/3354 (epoch 2), train_loss = 5.028, time/batch = 0.122
760/3354 (epoch 2), train_loss = 4.863, time/batch = 0.125
761/3354 (epoch 2), train_loss = 4.741, time/batch = 0.128
762/3354 (epoch 2), train_loss = 5.232, time/batch = 0.119
763/3354 (epoch 2), train_loss = 4.814, time/batch = 0.119
764/3354 (epoch 2), train_loss = 4.639, time/batch = 0.118
765/3354 (epoch 2), train_loss = 4.325, time/batch = 0.118
766/3354 (epoch 2), train_loss = 4.795, time/batch = 0.117
767/3354 (epoch 2), train_loss = 5.036, time/batch = 0.117
768/3354 (epoch 2), train_loss = 4.361, time/batch = 0.117
769/3354 (epoch 2), train_loss = 4.552, time/batch = 0.118
770/3354 (epoch 2), train_loss = 4.463, time/batch = 0.116
771/3354 (epoch 2), train_loss = 5.086, time/batch = 0.117
772/3354 (epoch 2), train_loss = 4.401, time/batch = 0.117
773/3354 (epoch 2), train_loss = 4.526, time/batch = 0.118
774/3354 (epoch 2), train_loss = 5.044, time/batch = 0.118
775/3354 (epoch 2), train_loss = 4.875, time/batch = 0.118
776/3354 (epoch 2), train_loss = 4.895, time/batch = 0.120
777/3354 (epoch 2), train_loss = 5.029, time/batch = 0.118
778/3354 (epoch 2), train_loss = 4.944, time/batch = 0.118
779/3354 (epoch 2), train_loss = 5.023, time/batch = 0.117
780/3354 (epoch 2), train_loss = 5.302, time/batch = 0.120
781/3354 (epoch 2), train_loss = 5.168, time/batch = 0.119
782/3354 (epoch 2), train_loss = 4.650, time/batch = 0.117
783/3354 (epoch 2), train_loss = 5.145, time/batch = 0.119
784/3354 (epoch 2), train_loss = 4.670, time/batch = 0.116
785/3354 (epoch 2), train_loss = 5.315, time/batch = 0.119
786/3354 (epoch 2), train_loss = 5.311, time/batch = 0.116
787/3354 (epoch 2), train_loss = 4.642, time/batch = 0.118
788/3354 (epoch 2), train_loss = 5.308, time/batch = 0.117
789/3354 (epoch 2), train_loss = 5.021, time/batch = 0.116
790/3354 (epoch 2), train_loss = 4.843, time/batch = 0.117
791/3354 (epoch 2), train_loss = 5.217, time/batch = 0.117
792/3354 (epoch 2), train_loss = 4.918, time/batch = 0.116
793/3354 (epoch 2), train_loss = 4.556, time/batch = 0.117
794/3354 (epoch 2), train_loss = 4.759, time/batch = 0.115
795/3354 (epoch 2), train_loss = 4.374, time/batch = 0.118
796/3354 (epoch 2), train_loss = 4.964, time/batch = 0.117
797/3354 (epoch 2), train_loss = 5.090, time/batch = 0.117
798/3354 (epoch 2), train_loss = 5.305, time/batch = 0.117
799/3354 (epoch 2), train_loss = 4.929, time/batch = 0.132
800/3354 (epoch 2), train_loss = 5.047, time/batch = 0.116
801/3354 (epoch 2), train_loss = 5.157, time/batch = 0.118
802/3354 (epoch 2), train_loss = 5.071, time/batch = 0.117
803/3354 (epoch 2), train_loss = 5.042, time/batch = 0.120
804/3354 (epoch 2), train_loss = 4.430, time/batch = 0.118
805/3354 (epoch 2), train_loss = 5.356, time/batch = 0.118
806/3354 (epoch 2), train_loss = 4.951, time/batch = 0.124
807/3354 (epoch 2), train_loss = 5.526, time/batch = 0.125
808/3354 (epoch 2), train_loss = 5.332, time/batch = 0.123
809/3354 (epoch 2), train_loss = 5.490, time/batch = 0.121
810/3354 (epoch 2), train_loss = 4.731, time/batch = 0.122
811/3354 (epoch 2), train_loss = 5.201, time/batch = 0.122
812/3354 (epoch 2), train_loss = 5.156, time/batch = 0.121
813/3354 (epoch 2), train_loss = 5.025, time/batch = 0.128
814/3354 (epoch 2), train_loss = 5.049, time/batch = 0.124
815/3354 (epoch 2), train_loss = 5.328, time/batch = 0.122
816/3354 (epoch 2), train_loss = 5.147, time/batch = 0.120
817/3354 (epoch 2), train_loss = 4.903, time/batch = 0.128
818/3354 (epoch 2), train_loss = 5.222, time/batch = 0.124
819/3354 (epoch 2), train_loss = 5.241, time/batch = 0.125
820/3354 (epoch 2), train_loss = 5.569, time/batch = 0.129
821/3354 (epoch 2), train_loss = 5.373, time/batch = 0.122
822/3354 (epoch 2), train_loss = 5.153, time/batch = 0.123
823/3354 (epoch 2), train_loss = 4.582, time/batch = 0.124
824/3354 (epoch 2), train_loss = 4.957, time/batch = 0.122
825/3354 (epoch 2), train_loss = 4.863, time/batch = 0.118
826/3354 (epoch 2), train_loss = 4.917, time/batch = 0.118
827/3354 (epoch 2), train_loss = 4.556, time/batch = 0.117
828/3354 (epoch 2), train_loss = 4.975, time/batch = 0.121
829/3354 (epoch 2), train_loss = 5.044, time/batch = 0.124
830/3354 (epoch 2), train_loss = 4.989, time/batch = 0.124
831/3354 (epoch 2), train_loss = 5.303, time/batch = 0.120
832/3354 (epoch 2), train_loss = 4.981, time/batch = 0.118
833/3354 (epoch 2), train_loss = 5.053, time/batch = 0.122
834/3354 (epoch 2), train_loss = 4.796, time/batch = 0.120
835/3354 (epoch 2), train_loss = 4.523, time/batch = 0.118
836/3354 (epoch 2), train_loss = 5.416, time/batch = 0.118
837/3354 (epoch 2), train_loss = 5.065, time/batch = 0.118
838/3354 (epoch 2), train_loss = 4.990, time/batch = 0.117
839/3354 (epoch 2), train_loss = 4.958, time/batch = 0.117
840/3354 (epoch 2), train_loss = 3.926, time/batch = 0.117
841/3354 (epoch 2), train_loss = 5.072, time/batch = 0.118
842/3354 (epoch 2), train_loss = 5.901, time/batch = 0.118
843/3354 (epoch 2), train_loss = 4.847, time/batch = 0.117
844/3354 (epoch 2), train_loss = 4.682, time/batch = 0.118
845/3354 (epoch 2), train_loss = 5.174, time/batch = 0.121
846/3354 (epoch 2), train_loss = 4.520, time/batch = 0.116
847/3354 (epoch 2), train_loss = 5.093, time/batch = 0.119
848/3354 (epoch 2), train_loss = 5.421, time/batch = 0.118
849/3354 (epoch 2), train_loss = 4.995, time/batch = 0.119
850/3354 (epoch 2), train_loss = 4.272, time/batch = 0.116
851/3354 (epoch 2), train_loss = 4.854, time/batch = 0.118
852/3354 (epoch 2), train_loss = 5.049, time/batch = 0.118
853/3354 (epoch 2), train_loss = 5.001, time/batch = 0.119
854/3354 (epoch 2), train_loss = 4.969, time/batch = 0.117
855/3354 (epoch 2), train_loss = 5.030, time/batch = 0.118
856/3354 (epoch 2), train_loss = 4.587, time/batch = 0.116
857/3354 (epoch 2), train_loss = 4.741, time/batch = 0.118
858/3354 (epoch 2), train_loss = 4.703, time/batch = 0.117
859/3354 (epoch 2), train_loss = 4.914, time/batch = 0.118
860/3354 (epoch 2), train_loss = 5.169, time/batch = 0.117
861/3354 (epoch 2), train_loss = 5.109, time/batch = 0.122
862/3354 (epoch 2), train_loss = 4.957, time/batch = 0.118
863/3354 (epoch 2), train_loss = 4.942, time/batch = 0.118
864/3354 (epoch 2), train_loss = 5.038, time/batch = 0.121
865/3354 (epoch 2), train_loss = 4.943, time/batch = 0.123
866/3354 (epoch 2), train_loss = 4.902, time/batch = 0.124
867/3354 (epoch 2), train_loss = 4.707, time/batch = 0.121
868/3354 (epoch 2), train_loss = 5.105, time/batch = 0.121
869/3354 (epoch 2), train_loss = 5.157, time/batch = 0.117
870/3354 (epoch 2), train_loss = 5.613, time/batch = 0.118
871/3354 (epoch 2), train_loss = 4.785, time/batch = 0.119
872/3354 (epoch 2), train_loss = 4.952, time/batch = 0.118
873/3354 (epoch 2), train_loss = 4.778, time/batch = 0.121
874/3354 (epoch 2), train_loss = 4.808, time/batch = 0.116
875/3354 (epoch 2), train_loss = 4.729, time/batch = 0.117
876/3354 (epoch 2), train_loss = 4.767, time/batch = 0.116
877/3354 (epoch 2), train_loss = 4.940, time/batch = 0.117
878/3354 (epoch 2), train_loss = 4.660, time/batch = 0.117
879/3354 (epoch 2), train_loss = 5.133, time/batch = 0.116
880/3354 (epoch 2), train_loss = 4.980, time/batch = 0.117
881/3354 (epoch 2), train_loss = 5.086, time/batch = 0.117
882/3354 (epoch 2), train_loss = 4.355, time/batch = 0.120
883/3354 (epoch 2), train_loss = 4.372, time/batch = 0.119
884/3354 (epoch 2), train_loss = 4.503, time/batch = 0.123
885/3354 (epoch 2), train_loss = 4.199, time/batch = 0.119
886/3354 (epoch 2), train_loss = 4.964, time/batch = 0.116
